Class,Name,Party Code,State,Term End,Term Start,Session
1,Bill Sarpalius,D,Texas,,,103
1,Greg Laughlin,D,Texas,,,103
1,Kika de la Garza,D,Texas,,,103
1,Ronald D. Coleman,D,Texas,,,103
1,Charles W. Stenholm,D,Texas,,,103
1,Craig Washington,D,Texas,,,103
1,Larry Combest,R,Texas,,,103
2,Henry B. Gonzalez,D,Texas,,,103
2,Lamar S. Smith,R,Texas,,,103
2,Tom DeLay,R,Texas,,,103
2,Albert G. Bustamante,D,Texas,,,103
2,Martin Frost,D,Texas,,,103
2,Michael A. Andrews,D,Texas,,,103
2,Richard K. Armey,R,Texas,,,103
2,Solomon P. Ortiz,D,Texas,,,103
1,James V. Hansen,R,Utah,,,103
2,Wayne Owens,D,Utah,,,103
3,Bill Orton,D,Utah,,,103
A,Bernard Sanders,I,Vermont,,,103
1,Herbert H. Bateman,R,Virginia,,,103
2,Owen B. Pickett,D,Virginia,,,103
3,"Thomas J. Bliley, Jr.",R,Virginia,,,103
4,Norman Sisisky,D,Virginia,,,103
5,"Lewis F. Payne, Jr.",D,Virginia,,,103
6,Jim Olin,D,Virginia,,,103
7,"D. French Slaughter, Jr.",R,Virginia,1991-11-05 00:00:00,,103
7,George F. Allen,R,Virginia,,1991-11-05 00:00:00,103
8,James P. Moran,D,Virginia,,,103
9,Rick Boucher,D,Virginia,,,103
1,Frank R. Wolf,R,Virginia,,,103
1,John Miller,R,Washington,,,103
2,Al Swift,D,Washington,,,103
3,Jolene Unsoeld,D,Washington,,,103
4,Sid Morrison,R,Washington,,,103
5,Thomas S. Foley,D,Washington,,,103
6,Norman D. Dicks,D,Washington,,,103
7,Jim McDermott,D,Washington,,,103
8,Rod Chandler,R,Washington,,,103
1,Alan B. Mollohan,D,West Virginia,,,103
2,"Harley O. Staggers, Jr.",D,West Virginia,,,103
3,"Robert E. Wise, Jr.",D,West Virginia,,,103
4,Nick J. Rahall II,D,West Virginia,,,103
1,Les Aspin,D,Wisconsin,,,103
2,Scott L. Klug,R,Wisconsin,,,103
3,Steve Gunderson,R,Wisconsin,,,103
4,Gerald D. Kleczka,D,Wisconsin,,,103
5,Jim Moody,D,Wisconsin,,,103
6,Thomas E. Petri,R,Wisconsin,,,103
7,David R. Obey,D,Wisconsin,,,103
8,Toby Roth,R,Wisconsin,,,103
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,103
A,Craig Thomas,R,Wyoming,,,103
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,103
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,103
G,Ben Blaz,R,Non-voting members,,,103
P,Rico: Jaime B. Fuster,PD,Non-voting members,1992-03-04 00:00:00,,103
P,Antonio Colorado,PD,Non-voting members,,1992-03-04 00:00:00,103
V,Islands: Ron de Lugo,D,Non-voting members,,,103
1,Sonny Callahan,R,Alabama,,,104
2,Terry Everett,R,Alabama,,,104
3,Glen Browder,D,Alabama,,,104
4,Tom Bevill,D,Alabama,,,104
5,Robert E. Cramer,D,Alabama,,,104
6,Spencer Bachus,R,Alabama,,,104
7,Earl F. Hilliard,D,Alabama,,,104
A,Don Young,R,Alaska,,,104
1,Sam Coppersmith,D,Arizona,,,104
2,Ed Pastor,D,Arizona,,,104
3,Bob Stump,R,Arizona,,,104
4,Jon Kyl,R,Arizona,,,104
5,Jim Kolbe,R,Arizona,,,104
6,Karan English,D,Arizona,,,104
1,Blanche Lambert,D,Arkansas,,,104
2,Ray Thornton,D,Arkansas,,,104
3,Tim Hutchinson,R,Arkansas,,,104
4,Jay Dickey,R,Arkansas,,,104
1,Dan Hamburg,D,California,,,104
2,Wally Herger,R,California,,,104
3,Vic Fazio,D,California,,,104
4,John T. Doolittle,R,California,,,104
5,Robert T. Matsui,D,California,,,104
6,Lynn C. Woolsey,D,California,,,104
7,George Miller,D,California,,,104
8,Nancy Pelosi,D,California,,,104
9,Ronald V. Dellums,D,California,,,104
1,Bill Baker,R,California,,,104
1,Richard W. Pombo,R,California,,,104
1,Tom Lantos,D,California,,,104
1,Pete Stark,D,California,,,104
1,Anna G. Eshoo,D,California,,,104
1,Norman Y. Mineta,D,California,,,104
1,Don Edwards,D,California,,,104
1,Leon Panetta,D,California,1993-01-23 00:00:00,,104
1,Sam Farr,D,California,,1993-06-08 00:00:00,104
1,Gary A. Condit,D,California,,,104
1,Richard H. Lehman,D,California,,,104
2,Calvin M. Dooley,D,California,,,104
2,William M. Thomas,R,California,,,104
2,Michael Huffington,R,California,,,104
2,Elton Gallegly,R,California,,,104
2,Anthony C. Beilenson,D,California,,,104
2,Howard McKeon,R,California,,,104
2,Howard L. Berman,D,California,,,104
2,Carlos J. Moorhead,R,California,,,104
2,David Dreier,R,California,,,104
2,Henry A. Waxman,D,California,,,104
3,Xavier Becerra,D,California,,,104
3,Matthew G. Martinez,D,California,,,104
3,Julian C. Dixon,D,California,,,104
3,Lucille Roybal-Allard,D,California,,,104
3,Esteban Edward Torres,D,California,,,104
3,Maxine Waters,D,California,,,104
3,Jane Harman,D,California,,,104
3,Walter R. Tucker III,D,California,,,104
3,Stephen Horn,R,California,,,104
3,Edward R. Royce,R,California,,,104
4,Jerry Lewis,R,California,,,104
4,Jay Kim,R,California,,,104
4,"George Brown, Jr.",D,California,,,104
4,Ken Calvert,R,California,,,104
4,Al McCandless,R,California,,,104
4,Dana Rohrabacher,R,California,,,104
4,Bob Dornan,R,California,,,104
4,Christopher Cox,R,California,,,104
4,Ron Packard,R,California,,,104
4,Lynn Schenk,D,California,,,104
5,Bob Filner,D,California,,,104
5,Duke Cunningham,R,California,,,104
5,Duncan Hunter,R,California,,,104
1,Patricia Schroeder,D,Colorado,,,104
2,David E. Skaggs,D,Colorado,,,104
3,Scott McInnis,R,Colorado,,,104
4,Wayne Allard,R,Colorado,,,104
5,Joel Hefley,R,Colorado,,,104
6,Dan Schaefer,R,Colorado,,,104
1,Barbara B. Kennelly,D,Connecticut,,,104
2,Sam Gejdenson,D,Connecticut,,,104
3,Rosa L. DeLauro,D,Connecticut,,,104
4,Christopher Shays,R,Connecticut,,,104
5,Gary A. Franks,R,Connecticut,,,104
6,Nancy L. Johnson,R,Connecticut,,,104
A,Michael N. Castle,R,Delaware,,,104
1,Earl Hutto,D,Florida,,,104
2,Pete Peterson,D,Florida,,,104
3,Corrine Brown,D,Florida,,,104
4,Tillie K. Fowler,R,Florida,,,104
5,Karen Thurman,D,Florida,,,104
6,Cliff Stearns,R,Florida,,,104
7,John L. Mica,R,Florida,,,104
8,Bill McCollum,R,Florida,,,104
9,Michael Bilirakis,R,Florida,,,104
1,C.W. Bill Young,R,Florida,,,104
1,Sam M. Gibbons,D,Florida,,,104
1,Charles T. Canady,R,Florida,,,104
1,Dan Miller,R,Florida,,,104
1,Porter J. Goss,R,Florida,,,104
1,Jim Bacchus,D,Florida,,,104
1,Tom Lewis,R,Florida,,,104
1,Carrie P. Meek,D,Florida,,,104
1,Ileana Ros-Lehtinen,R,Florida,,,104
1,Harry A. Johnston,D,Florida,,,104
2,Peter Deutsch,D,Florida,,,104
2,Lincoln Diaz-Balart,R,Florida,,,104
2,"E. Clay Shaw, Jr.",R,Florida,,,104
2,Alcee L. Hastings,D,Florida,,,104
1,Jack Kingston,R,Georgia,,,104
2,"Sanford D. Bishop, Jr.",D,Georgia,,,104
3,Mac Collins,R,Georgia,,,104
4,John Linder,R,Georgia,,,104
5,John Lewis,D,Georgia,,,104
6,Newt Gingrich,R,Georgia,,,104
7,George Darden,D,Georgia,,,104
8,J. Roy Rowland,D,Georgia,,,104
9,Nathan Deal,D,Georgia,,,104
1,Don Johnson,D,Georgia,,,104
1,Cynthia A. McKinney,D,Georgia,,,104
1,Neil Abercrombie,D,Hawaii,,,104
2,Patsy T. Mink,D,Hawaii,,,104
1,Larry LaRocco,D,Idaho,,,104
2,Michael D. Crapo,R,Idaho,,,104
1,Bobby Rush,D,Illinois,,,104
2,Mel Reynolds,D,Illinois,,,104
3,William O. Lipinski,D,Illinois,,,104
4,Luis V. Gutierrez,D,Illinois,,,104
5,Dan Rostenkowski,D,Illinois,,,104
6,Henry J. Hyde,R,Illinois,,,104
7,Cardiss Collins,D,Illinois,,,104
8,Philip M. Crane,R,Illinois,,,104
9,Sidney R. Yates,D,Illinois,,,104
1,John Edward Porter,R,Illinois,,,104
1,George E. Sangmeister,D,Illinois,,,104
1,Jerry F. Costello,D,Illinois,,,104
1,Harris W. Fawell,R,Illinois,,,104
1,J. Dennis Hastert,R,Illinois,,,104
1,Thomas W. Ewing,R,Illinois,,,104
1,Donald A. Manzullo,R,Illinois,,,104
1,Lane Evans,D,Illinois,,,104
1,Robert Michel,R,Illinois,,,104
1,Glenn Poshard,D,Illinois,,,104
2,Richard J. Durbin,D,Illinois,,,104
1,Peter J. Visclosky,D,Indiana,,,104
2,Philip R. Sharp,D,Indiana,,,104
3,Tim Roemer,D,Indiana,,,104
4,Jill L. Long,D,Indiana,,,104
5,Steve Buyer,R,Indiana,,,104
6,Dan Burton,R,Indiana,,,104
7,John T. Myers,R,Indiana,,,104
8,Frank McCloskey,D,Indiana,,,104
9,Lee H. Hamilton,D,Indiana,,,104
1,"Andrew Jacobs, Jr.",D,Indiana,,,104
1,James A. Leach,R,Iowa,,,104
2,Jim Nussle,R,Iowa,,,104
3,Jim Ross Lightfoot,R,Iowa,,,104
4,Neal Smith,D,Iowa,,,104
5,Fred Grandy,R,Iowa,,,104
1,Pat Roberts,R,Kansas,,,104
2,Jim Slattery,D,Kansas,,,104
3,Jan Meyers,R,Kansas,,,104
4,Dan Glickman,D,Kansas,,,104
1,Tom Barlow,D,Kentucky,,,104
2,William H. Natcher,D,Kentucky,1994-03-29 00:00:00,,104
2,Ron Lewis,R,Kentucky,,1994-05-24 00:00:00,104
3,Romano L. Mazzoli,D,Kentucky,,,104
4,Jim Bunning,R,Kentucky,,,104
5,Hal Rogers,R,Kentucky,,,104
6,Scotty Baesler,D,Kentucky,,,104
1,Bob Livingston,R,Louisiana,,,104
2,William J. Jefferson,D,Louisiana,,,104
3,W.J. Billy Tauzin,D,Louisiana,,,104
4,Cleo Fields,D,Louisiana,,,104
5,Jim McCrery,R,Louisiana,,,104
6,Richard H. Baker,R,Louisiana,,,104
7,Jimmy Hayes,D,Louisiana,,,104
1,Thomas Andrews,D,Maine,,,104
2,Olympia J. Snowe,R,Maine,,,104
1,Wayne T. Gilchrest,R,Maryland,,,104
2,Helen Delich Bentley,R,Maryland,,,104
3,Benjamin L. Cardin,D,Maryland,,,104
4,Albert Russell Wynn,D,Maryland,,,104
5,Steny H. Hoyer,D,Maryland,,,104
6,Roscoe G. Bartlett,R,Maryland,,,104
7,Kweisi Mfume,D,Maryland,,,104
8,Constance A. Morella,R,Maryland,,,104
1,John W. Olver,D,Massachusetts,,,104
2,Richard E. Neal,D,Massachusetts,,,104
3,Peter I. Blute,R,Massachusetts,,,104
4,Barney Frank,D,Massachusetts,,,104
5,Martin T. Meehan,D,Massachusetts,,,104
6,Peter G. Torkildsen,R,Massachusetts,,,104
7,Edward J. Markey,D,Massachusetts,,,104
8,Joseph P. Kennedy II,D,Massachusetts,,,104
9,John Joseph Moakley,D,Massachusetts,,,104
1,Gerry E. Studds,D,Massachusetts,,,104
1,Bart Stupak,D,Michigan,,,104
2,Peter Hoekstra,R,Michigan,,,104
3,Paul B. Henry,R,Michigan,1993-07-31 00:00:00,,104
3,Vern Ehlers,R,Michigan,,1993-12-07 00:00:00,104
4,Dave Camp,R,Michigan,,,104
5,James A. Barcia,D,Michigan,,,104
6,Fred Upton,R,Michigan,,,104
7,Nick Smith,R,Michigan,,,104
8,Bob Carr,D,Michigan,,,104
9,Dale E. Kildee,D,Michigan,,,104
1,David E. Bonior,D,Michigan,,,104
1,Joe Knollenberg,R,Michigan,,,104
1,Sander M. Levin,D,Michigan,,,104
1,William D. Ford,D,Michigan,,,104
1,"John Conyers, Jr.",D,Michigan,,,104
1,Barbara-Rose Collins,D,Michigan,,,104
1,John D. Dingell,D,Michigan,,,104
1,Tim Penny,DFL,Minnesota,,,104
2,David Minge,DFL,Minnesota,,,104
3,Jim Ramstad,R,Minnesota,,,104
4,Bruce F. Vento,DFL,Minnesota,,,104
5,Martin Olav Sabo,DFL,Minnesota,,,104
6,Rod Grams,R,Minnesota,,,104
7,Collin C. Peterson,DFL,Minnesota,,,104
8,James L. Oberstar,DFL,Minnesota,,,104
1,Jamie L. Whitten,D,Mississippi,,,104
2,Mike Espy,D,Mississippi,1993-01-22 00:00:00,,104
2,Bennie G. Thompson,D,Mississippi,,1993-04-13 00:00:00,104
3,Gillespie V. Montgomery,D,Mississippi,,,104
4,Mike Parker,D,Mississippi,,,104
5,Gene Taylor,D,Mississippi,,,104
1,William L. Clay,D,Missouri,,,104
2,James M. Talent,R,Missouri,,,104
3,Dick Gephardt,D,Missouri,,,104
4,Ike Skelton,D,Missouri,,,104
5,Alan Wheat,D,Missouri,,,104
6,Pat Danner,D,Missouri,,,104
7,Mel Hancock,R,Missouri,,,104
8,Bill Emerson,R,Missouri,,,104
9,Harold L. Volkmer,D,Missouri,,,104
A,John Patrick Williams,D,Montana,,,104
1,Doug Bereuter,R,Nebraska,,,104
2,Peter Hoagland,D,Nebraska,,,104
3,Bill Barrett,R,Nebraska,,,104
1,James Bilbray,D,Nevada,,,104
2,Barbara F. Vucanovich,R,Nevada,,,104
1,Bill Zeliff,R,New Hampshire,,,104
2,Dick Swett,D,New Hampshire,,,104
1,Rob Andrews,D,New Jersey,,,104
2,Bill Hughes,D,New Jersey,,,104
3,Jim Saxton,R,New Jersey,,,104
4,Chris Smith,R,New Jersey,,,104
5,Marge Roukema,R,New Jersey,,,104
6,Frank Pallone,D,New Jersey,,,104
7,Bob Franks,R,New Jersey,,,104
8,Herb Klein,D,New Jersey,,,104
9,Robert Torricelli,D,New Jersey,,,104
1,Don Payne,D,New Jersey,,,104
1,Dean Gallo,R,New Jersey,,,104
1,Dick Zimmer,R,New Jersey,,,104
1,Bob Menendez,D,New Jersey,,,104
1,Steven H. Schiff,R,New Mexico,,,104
2,Joe Skeen,R,New Mexico,,,104
3,Bill Richardson,D,New Mexico,,,104
1,George J. Hochbrueckner,D,New York,,,104
2,Rick A. Lazio,R,New York,,,104
3,Peter T. King,R,New York,,,104
4,David A. Levy,R,New York,,,104
5,Gary L. Ackerman,D,New York,,,104
6,Floyd H. Flake,D,New York,,,104
7,Thomas J. Manton,D,New York,,,104
8,Jerrold Nadler,D,New York,,,104
9,Charles E. Schumer,D,New York,,,104
1,Edolphus Towns,D,New York,,,104
1,Major R. Owens,D,New York,,,104
1,Nydia M. Velázquez,D,New York,,,104
1,Susan Molinari,R,New York,,,104
1,Carolyn B. Maloney,D,New York,,,104
1,Charles B. Rangel,D,New York,,,104
1,José E. Serrano,D,New York,,,104
1,Eliot L. Engel,D,New York,,,104
1,Nita M. Lowey,D,New York,,,104
1,"Hamilton Fish, Jr.",R,New York,,,104
2,Benjamin A. Gilman,R,New York,,,104
2,Michael R. McNulty,D,New York,,,104
2,Gerald B.H. Solomon,R,New York,,,104
2,Sherwood Boehlert,R,New York,,,104
2,John M. McHugh,R,New York,,,104
2,James T. Walsh,R,New York,,,104
2,Maurice D. Hinchey,D,New York,,,104
2,Bill Paxon,R,New York,,,104
2,Louise McIntosh Slaughter,D,New York,,,104
2,John J. LaFalce,D,New York,,,104
3,Jack Quinn,R,New York,,,104
3,Amo Houghton,R,New York,,,104
1,Eva M. Clayton,D,North Carolina,,,104
2,Tim Valentine,D,North Carolina,,,104
3,Martin Lancaster,D,North Carolina,,,104
4,David Price,D,North Carolina,,,104
5,Stephen L. Neal,D,North Carolina,,,104
6,Howard Coble,R,North Carolina,,,104
7,Charlie Rose,D,North Carolina,,,104
8,Bill Hefner,D,North Carolina,,,104
9,Alex McMillan,R,North Carolina,,,104
1,Cass Ballenger,R,North Carolina,,,104
1,Charles H. Taylor,R,North Carolina,,,104
1,Melvin L. Watt,D,North Carolina,,,104
A,Earl Pomeroy,D,North Dakota,,,104
1,David S. Mann,D,Ohio,,,104
2,Bill Gradison,R,Ohio,1993-01-31 00:00:00,,104
2,Rob Portman,R,Ohio,,1993-05-04 00:00:00,104
3,Tony P. Hall,D,Ohio,,,104
4,Mike Oxley,R,Ohio,,,104
5,Paul Gillmor,R,Ohio,,,104
6,Ted Strickland,D,Ohio,,,104
7,Dave Hobson,R,Ohio,,,104
8,John Boehner,R,Ohio,,,104
9,Marcy Kaptur,D,Ohio,,,104
1,Martin Hoke,R,Ohio,,,104
1,Louis Stokes,D,Ohio,,,104
1,John Kasich,R,Ohio,,,104
1,Sherrod Brown,D,Ohio,,,104
1,Thomas C. Sawyer,D,Ohio,,,104
1,Deborah Pryce,R,Ohio,,,104
1,Ralph Regula,R,Ohio,,,104
1,Jim Traficant,D,Ohio,,,104
1,Douglas Applegate,D,Ohio,,,104
1,Eric Fingerhut,D,Ohio,,,104
1,James M. Inhofe,R,Oklahoma,1994-11-15 00:00:00,,104
1,Steve Largent,R,Oklahoma,,1994-11-29 00:00:00,104
2,Mike Synar,D,Oklahoma,,,104
3,William K. Brewster,D,Oklahoma,,,104
4,David K. McCurdy,D,Oklahoma,,,104
5,"Ernest J. Istook, Jr.",R,Oklahoma,,,104
6,Glenn English,D,Oklahoma,1994-01-07 00:00:00,,104
6,Frank Lucas,R,Oklahoma,,1994-05-10 00:00:00,104
1,Elizabeth Furse,D,Oregon,,,104
2,Bob Smith,R,Oregon,,,104
3,Ron Wyden,D,Oregon,,,104
4,Peter A. DeFazio,D,Oregon,,,104
5,Mike Kopetski,D,Oregon,,,104
1,Thomas M. Foglietta,D,Pennsylvania,,,104
2,Lucien E. Blackwell,D,Pennsylvania,,,104
3,Robert A. Borski,D,Pennsylvania,,,104
4,Ron Klink,D,Pennsylvania,,,104
5,William F. Clinger,R,Pennsylvania,,,104
6,Tim Holden,D,Pennsylvania,,,104
7,Curt Weldon,R,Pennsylvania,,,104
8,James C. Greenwood,R,Pennsylvania,,,104
9,Bud Shuster,R,Pennsylvania,,,104
1,Joseph M. McDade,R,Pennsylvania,,,104
1,Paul E. Kanjorski,D,Pennsylvania,,,104
1,John P. Murtha,D,Pennsylvania,,,104
1,Marjorie Margolies-Mezvinsky,D,Pennsylvania,,,104
1,William J. Coyne,D,Pennsylvania,,,104
1,Paul McHale,D,Pennsylvania,,,104
1,Robert Smith Walker,R,Pennsylvania,,,104
1,George W. Gekas,R,Pennsylvania,,,104
1,Rick Santorum,R,Pennsylvania,,,104
1,William F. Goodling,R,Pennsylvania,,,104
2,Austin J. Murphy,D,Pennsylvania,,,104
2,Tom Ridge,R,Pennsylvania,,,104
1,Ronald Machtley,R,Rhode Island,,,104
2,Jack Reed,D,Rhode Island,,,104
1,"Arthur Ravenel, Jr.",R,South Carolina,,,104
2,Floyd Spence,R,South Carolina,,,104
3,Butler Derrick,D,South Carolina,,,104
4,Bob Inglis,R,South Carolina,,,104
5,"John M. Spratt, Jr.",D,South Carolina,,,104
6,James E. Clyburn,D,South Carolina,,,104
A,Tim Johnson,D,South Dakota,,,104
1,James H. Quillen,R,Tennessee,,,104
2,"John J. Duncan, Jr.",R,Tennessee,,,104
3,Marilyn Lloyd,D,Tennessee,,,104
4,Jim Cooper,D,Tennessee,,,104
5,Bob Clement,D,Tennessee,,,104
6,Bart Gordon,D,Tennessee,,,104
7,Don Sundquist,R,Tennessee,,,104
8,John S. Tanner,D,Tennessee,,,104
9,"Harold E. Ford, Sr.",D,Tennessee,,,104
1,Jim Chapman,D,Texas,,,104
2,Charles Wilson,D,Texas,,,104
3,Sam Johnson,R,Texas,,,104
4,Ralph M. Hall,D,Texas,,,104
5,John Wiley Bryant,D,Texas,,,104
6,Joe Barton,R,Texas,,,104
7,"William Reynolds Archer, Jr.",R,Texas,,,104
8,Jack Fields,R,Texas,,,104
9,Jack Brooks,D,Texas,,,104
1,J. J. Pickle,D,Texas,,,104
1,Chet Edwards,D,Texas,,,104
1,Pete Geren,D,Texas,,,104
1,Bill Sarpalius,D,Texas,,,104
1,Greg Laughlin,D,Texas,,,104
1,Kika de la Garza,D,Texas,,,104
1,Ronald D. Coleman,D,Texas,,,104
1,Charles W. Stenholm,D,Texas,,,104
1,Craig Washington,D,Texas,,,104
1,Larry Combest,R,Texas,,,104
2,Henry B. Gonzalez,D,Texas,,,104
2,Lamar S. Smith,R,Texas,,,104
2,Tom DeLay,R,Texas,,,104
2,Henry Bonilla,R,Texas,,,104
2,Martin Frost,D,Texas,,,104
2,Michael A. Andrews,D,Texas,,,104
2,Richard K. Armey,R,Texas,,,104
2,Solomon P. Ortiz,D,Texas,,,104
2,Frank Tejeda,D,Texas,,,104
2,Gene Green,D,Texas,,,104
3,Eddie Bernice Johnson,D,Texas,,,104
1,James V. Hansen,R,Utah,,,104
2,Karen Shepherd,D,Utah,,,104
3,Bill Orton,D,Utah,,,104
A,Bernard Sanders,I,Vermont,,,104
1,Herbert H. Bateman,R,Virginia,,,104
2,Owen B. Pickett,D,Virginia,,,104
3,Robert C. Scott,D,Virginia,,,104
4,Norman Sisisky,D,Virginia,,,104
5,"Lewis F. Payne, Jr.",D,Virginia,,,104
6,Bob Goodlatte,R,Virginia,,,104
7,"Thomas J. Bliley, Jr.",R,Virginia,,,104
8,James P. Moran,D,Virginia,,,104
9,Rick Boucher,D,Virginia,,,104
1,Frank R. Wolf,R,Virginia,,,104
1,Leslie L. Byrne,D,Virginia,,,104
1,Maria Cantwell,D,Washington,,,104
2,Al Swift,D,Washington,,,104
3,Jolene Unsoeld,D,Washington,,,104
4,Jay Inslee,D,Washington,,,104
5,Thomas S. Foley,D,Washington,,,104
6,Norman D. Dicks,D,Washington,,,104
7,Jim McDermott,D,Washington,,,104
8,Jennifer Dunn,R,Washington,,,104
9,Mike Kreidler,D,Washington,,,104
1,Alan B. Mollohan,D,West Virginia,,,104
2,Bob Wise,D,West Virginia,,,104
3,Nick J. Rahall II,D,West Virginia,,,104
1,Les Aspin,D,Wisconsin,1993-01-20 00:00:00,,104
1,Peter W. Barca,D,Wisconsin,,1993-05-04 00:00:00,104
2,Scott L. Klug,R,Wisconsin,,,104
3,Steve Gunderson,R,Wisconsin,,,104
4,Gerald D. Kleczka,D,Wisconsin,,,104
5,Tom Barrett,D,Wisconsin,,,104
6,Thomas E. Petri,R,Wisconsin,,,104
7,David R. Obey,D,Wisconsin,,,104
8,Toby Roth,R,Wisconsin,,,104
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,104
A,Craig Thomas,R,Wyoming,,,104
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,104
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,104
G,Robert A. Underwood,D,Non-voting members,,,104
P,Rico: Carlos Romero Barceló,D,Non-voting members,,,104
V,Islands: Ron de Lugo,D,Non-voting members,,,104
1,Sonny Callahan,R,Alabama,,,105
2,Terry Everett,R,Alabama,,,105
3,Glen Browder,D,Alabama,,,105
4,Tom Bevill,D,Alabama,,,105
5,Robert E. (Bud) Cramer Jr.,D,Alabama,,,105
6,Spencer Bachus,R,Alabama,,,105
7,Earl F. Hilliard,D,Alabama,,,105
A,Don Young,R,Alaska,,,105
1,Matt Salmon,R,Arizona,,,105
2,Ed Pastor,D,Arizona,,,105
3,Bob Stump,R,Arizona,,,105
4,John B. Shadegg,R,Arizona,,,105
5,Jim Kolbe,R,Arizona,,,105
6,J.D. Hayworth,R,Arizona,,,105
1,Blanche Lambert Lincoln,D,Arkansas,,,105
2,Ray Thornton,D,Arkansas,1997-01-01 00:00:00,,105
3,Tim,Hutchinson,Arkansas,1997-01-02 00:00:00,,105
4,Jay Dickey,R,Arkansas,,,105
1,Frank Riggs,R,California,,,105
2,Wally Herger,R,California,,,105
3,Vic Fazio,D,California,,,105
4,John T. Doolittle,R,California,,,105
5,Robert T. Matsui,D,California,,,105
6,Lynn C. Woolsey,D,California,,,105
7,George Miller,D,California,,,105
8,Nancy Pelosi,D,California,,,105
9,Ronald V. Dellums,D,California,,,105
1,Bill Baker,R,California,,,105
1,Richard W. Pombo,R,California,,,105
1,Tom Lantos,D,California,,,105
1,Fortney Pete Stark,D,California,,,105
1,Anna G. Eshoo,D,California,,,105
1,Norman Y. Mineta,D,California,1995-10-10 00:00:00,,105
1,Tom Campbell,R,California,,1995-12-12 00:00:00,105
1,Zoe Lofgren,D,California,,,105
1,Sam Farr,D,California,,,105
1,Gary A. Condit,D,California,,,105
1,George Radanovich,R,California,,,105
2,Calvin M. Dooley,D,California,,,105
2,William M. Thomas,R,California,,,105
2,Andrea Seastrand,R,California,,,105
2,Elton Gallegly,R,California,,,105
2,Anthony C. Beilenson,D,California,,,105
2,Howard P. (Buck) McKeon,R,California,,,105
2,Howard L. Berman,D,California,,,105
2,Carlos J. Moorhead,R,California,,,105
2,David Dreier,R,California,,,105
2,Henry A. Waxman,D,California,,,105
3,Xavier Becerra,D,California,,,105
3,Matthew G. Martinez,D,California,,,105
3,Julian C. Dixon,D,California,,,105
3,Lucille Roybal-Allard,D,California,,,105
3,Esteban Edward Torres,D,California,,,105
3,Maxine Waters,D,California,,,105
3,Jane Harman,D,California,,,105
3,Walter R. Tucker III,D,California,1995-12-15 00:00:00,,105
3,Juanita Millender-McDonald,D,California,,1996-03-26 00:00:00,105
3,Stephen Horn,R,California,,,105
3,Edward R. Royce,R,California,,,105
4,Jerry Lewis,R,California,,,105
4,Jay Kim,R,California,,,105
4,"George Brown, Jr.",D,California,,,105
4,Ken Calvert,R,California,,,105
4,Sonny Bono,R,California,,,105
4,Dana Rohrabacher,R,California,,,105
4,Robert K. Dornan,R,California,,,105
4,Christopher Cox,R,California,,,105
4,Ron Packard,R,California,,,105
4,Brian Bilbray,R,California,,,105
5,Bob Filner,D,California,,,105
5,Randy (Duke) Cunningham,R,California,,,105
5,Duncan Hunter,R,California,,,105
1,Patricia Schroeder,D,Colorado,,,105
2,David E. Skaggs,D,Colorado,,,105
3,Scott McInnis,R,Colorado,,,105
4,Wayne Allard,R,Colorado,,,105
5,Joel Hefley,R,Colorado,,,105
6,Dan Schaefer,R,Colorado,,,105
1,Barbara B. Kennelly,D,Connecticut,,,105
2,Sam Gejdenson,D,Connecticut,,,105
3,Rosa L. DeLauro,D,Connecticut,,,105
4,Christopher Shays,R,Connecticut,,,105
5,Gary A. Franks,R,Connecticut,,,105
6,Nancy L. Johnson,R,Connecticut,,,105
A,Michael N. Castle,R,Delaware,,,105
1,Joe Scarborough,R,Florida,,,105
2,Pete Peterson,D,Florida,,,105
3,Corrine Brown,D,Florida,,,105
4,Tillie K. Fowler,R,Florida,,,105
5,Karen Thurman,D,Florida,,,105
6,Cliff Stearns,R,Florida,,,105
7,John L. Mica,R,Florida,,,105
8,Bill McCollum,R,Florida,,,105
9,Michael Bilirakis,R,Florida,,,105
1,C.W. Bill Young,R,Florida,,,105
1,Sam M. Gibbons,D,Florida,,,105
1,Charles T. Canady,R,Florida,,,105
1,Dan Miller,R,Florida,,,105
1,Porter J. Goss,R,Florida,,,105
1,Dave Weldon,R,Florida,,,105
1,Mark Foley,R,Florida,,,105
1,Carrie P. Meek,D,Florida,,,105
1,Ileana Ros-Lehtinen,R,Florida,,,105
1,Harry A. Johnston,D,Florida,,,105
2,Peter Deutsch,D,Florida,,,105
2,Lincoln Diaz-Balart,R,Florida,,,105
2,"E. Clay Shaw, Jr.",R,Florida,,,105
2,Alcee L. Hastings,D,Florida,,,105
1,Jack Kingston,R,Georgia,,,105
2,"Sanford D. Bishop, Jr.",D,Georgia,,,105
3,Mac Collins,R,Georgia,,,105
4,John Linder,R,Georgia,,,105
5,John Lewis,D,Georgia,,,105
6,Newt Gingrich,R,Georgia,,,105
7,Bob Barr,R,Georgia,,,105
